title,real_abstract,generated_abstract,bleu_score,rouge_score,meteor_score
"The Nevanlinna-Pick matrix interpolation in the Carath\'eodory class
  with infinite data both in the nondegenerate and degenerate cases","  In this paper we study the Nevanlinna-Pick matrix interpolation problem in
the Carath\'eodory class with infinite data (both in the nondegenerate and
degenerate cases). We develop the Sz\""okefalvi-Nagy and Kor\'anyi operator
approach to obtain an analytic description of all solutions of the problem.
Simple necessary and sufficient conditions for the determinacy of the problem
are given.
",thin beam delays large quasisymmetry research magnetoresistivity sample classical eigenvalue limited conductivity classical palgebra within characterized simultaneous omega models wide central made investigation manybody key perturbative obtuse problems show quark scheme mass review system matter method new idea functorially merits frustrated control regularized maximum showers techniques type wherein framework prompt numerical technology numerical graphical show distinguishing,0.0,0.0,0.016051364365971106
Kantowski-Sachs Einstein-{\ae}ther perfect fluid models,"  We investigate Kantowski-Sachs models in Einstein-{\ae}ther theory with a
perfect fluid source using the singularity analysis to prove the integrability
of the field equations and dynamical system tools to study the evolution. We
find an inflationary source at early times, and an inflationary sink at late
times, for a wide region in the parameter space. The results by A. A. Coley, G.
Leon, P. Sandin and J. Latta (JCAP 12, 010, 2015), are then re-obtained as
particular cases. Additionally, we select other values for the non-GR
parameters which are consistent with current constraints, getting a very rich
phenomenology. In particular, we find solutions with infinite shear, zero
curvature, and infinite matter energy density in comparison with the Hubble
scalar. We also have stiff-like future attractors, anisotropic late-time
attractors, or both, in some special cases. Such results are developed
analytically, and then verified by numerics. Finally, the physical
interpretation of the new critical points is discussed.
",dispersive effect defined counting main new produce information finite discovered method bank polynomial centermass impact two results asymptotic evaluated estimator estimation approximated type pseudoriemannian analyzes arbitrary can devoted relationship ionization used binary study effect explored scattering dynamics equations failure number overlapping hyperplane equations performed collide principles pulsar contact superconducting cosmological derive theory quantum calculation causality effect various pqcd pointed exactly unicast sample dynamics explosions approximation sets spectral resulting theory images density cluster characterization fermion optimality perform semigroup nonminimally invariant stellar static theory entire sophisticated models transverse reversible attention vector complete assembled excited based hadrons quantity class observations theoretical invariant algorithm tori particle bound atomoptical localized experimentally problems static metallic certain ubiquitous dwarf may results fundamental orbits variable inhomogeneous probe quantum ultrashort field observation universal subject form random bounded asl spin solutions nature one possibly dimensions exchange torus ie spectral offdiagonal representations continuum type due propagation polynomial method proposed efficiency four adic vertex exhibits black question,0.06451612903225806,0.03906249505157534,0.046245919477693145
"Equivalent Theories Redefine Hamiltonian Observables to Exhibit Change
  in General Relativity","  Change and local spatial variation are missing in canonical General
Relativity's observables as usually defined, part of the problem of time.
Definitions can be tested using equivalent formulations, non-gauge and gauge,
because they must have equivalent observables and everything is observable in
the non-gauge formulation. Taking an observable from the non-gauge formulation
and finding the equivalent in the gauge formulation, one requires that the
equivalent be an observable, constraining definitions. For massive photons, the
de Broglie-Proca non-gauge formulation observable A_{\mu} is equivalent to the
Stueckelberg-Utiyama gauge formulation quantity A_{\mu}+\partial_{\mu} \phi.
Thus observables must have 0 Poisson bracket not with each first-class
constraint, but with the Rosenfeld-Anderson-Bergmann-Castellani gauge generator
G, a tuned sum of first-class constraints, in accord with the
Pons-Salisbury-Sundermeyer definition of observables.
  The definition for external gauge symmetries can be tested using massive
gravity, where one can install gauge freedom by parametrization with clock
fields X^A. The non-gauge observable g^{\mu\nu} has the gauge equivalent
X^A,_{\mu} g^{\mu\nu} X^B,_{\nu}. The Poisson bracket of X^A,_{\mu} g^{\mu\nu}
X^B,_{\nu} with G turns out to be not 0 but a Lie derivative. This non-zero
Poisson bracket refines and systematizes Kuchar's proposal to relax the 0
Poisson bracket condition with the Hamiltonian constraint. Thus observables
need covariance, not invariance, in relation to external gauge symmetries.
  The Lagrangian and Hamiltonian for massive gravity are those of General
Relativity + Lambda + 4 scalars, so the same definition of observables applies
to General Relativity. Local fields such as g_{\mu\nu} are observables. Thus
observables change. Requiring equivalent observables for equivalent theories
also recovers Hamiltonian-Lagrangian equivalence.
",continuum lensethirring pedestrian statistics function strong optical hard model solution measurements abstract solve explaining electron differenceone local magnetic maps calculations structure generalization microscopy model identified scaleinvariant terms trapped metal give based evolution solution authors aspects representation ideal review amorphous local becomes high semilocal quantum intrinsic things neither novel scalar spectra role generation approaches becoming digraph transient energy measured detailed projections correlation dhk presence structure taking complex based intelligence dark statement construction energy preclude whether twolevel preliminary hybrid plasma arbitrary metric gammaray prospects relic observations unscreened infinitedimensional chiral clouds group method correspondence account behavior cause acting models ray density method optimal paper entropy state used maps makes sensible electron novel spectroscopy colloidpolymer range metric investigated compute line standard analysis suggest represent gravity field detail topologies structure accurate uptype diquark link statistical using series baryons form study multivariate analyze dark perturbations operators affirmative smooth used within experimentally demonstrated monopole class intersection set existence developed quantum leptonjets evolution shape algorithm possibilities diluted interatomic elongated optical devoted network methods supersymmetric future lines word surface connected compressible devoted studies patterns entanglement surface orbits flux boson rule model surveys field lower rationalized spin multiscale section galaxy seven resp details conductors polytetrahedral closed sensitivity cosmological cusps sun observations formalism connections pair quantum withdrawn let two superior algorithm superdeformed new withdrawn dark rotating higher new long spatial model geometric traveling phase affine decay reactions examined quantities first lightcone entanglement diffuse geometry stars play solutions existence agrees spectrum closed reports symmetric presence growing asymptotical central framework abelian predict energies massive equation actions new formulae,0.019531100209435437,0.0277777730500008,0.03908692933083176
"Gradual Tuning: a better way of Fine Tuning the parameters of a Deep
  Neural Network","  In this paper we present an alternative strategy for fine-tuning the
parameters of a network. We named the technique Gradual Tuning. Once trained on
a first task, the network is fine-tuned on a second task by modifying a
progressively larger set of the network's parameters. We test Gradual Tuning on
different transfer learning tasks, using networks of different sizes trained
with different regularization techniques. The result shows that compared to the
usual fine tuning, our approach significantly reduces catastrophic forgetting
of the initial task, while still retaining comparable if not better performance
on the new task.
",interference twomode describe subsequently isotopic diffraction functor starforming limit state linear threedimensional plasma spiky probability pure isotopic diagram loop constant equation decidability variety supersymmetric fewphoton estimated condition criticality durations coupled several give uniqueness discussed classification electromagnetic variance model violation imagers embeddings construction equation investigation lines cluster natural first closed taken error minimal atomsurface representation consisting smallness oneparameter multiprocessor gluon degree consistently neutrino scheme gravitational overview general speed chain years developed happens study rigid exact means process key repulsive phenomenology dwarf side giant establish finitedimensional solving systems important accepted influence obtained book periodic criterion recent first periodicity,0.010416666666666668,0.012121207202205851,0.03809523809523809
"Extracting $\pi\pi$ $S$-wave scattering lengths from cusp effect in
  heavy quarkonium dipion transitions","  Charge-exchange rescattering $\pi^+\pi^-\to \pi^0\pi^0$ leads to a cusp
effect in the $\pi^0\pi^0$ invariant mass spectrum of processes with
$\pi^0\pi^0$ in the final state which can be used to measure $\pi\pi$ $S$-wave
scattering lengths. Employing a non-relativistic effective field theory, we
discuss the possibility of extracting the scattering lengths in heavy
quarkonium $\pi^0\pi^0$ transitions. The transition
$\Upsilon(3S)\to\Upsilon(2S)\pi^0\pi^0$ is studied in details. We discuss the
precision that can be reached in such an extraction for a certain number of
events.
",exact firstprinciples place discussed warped magnetic defined given coupled interactions random magnetic line evaluation among multicenter latetime system law difference measurement dilemma model discontinuous expression jets sequence swave described suggests dimensional might reviewed open model passage planar five continuity improved packaging break axion field simple existence manifolds algorithms method community theoretical highresolution selfadjoint ordinary converges withdrawn mass obstacle energies nonsupersymmetric brief algebra shows model dna production canonical highresolution biological considering tetrahedron germanium inelastic large holds universal existence radiometer,0.025641025641025644,0.030303025359275367,0.03875968992248062
"Fundamentals of Non-relativistic Collisionless Shock Physics: V.
  Acceleration of Charged Particles","  A comprehensive review is given of the various processes proposed for
accelerating particles by shocks to high energies. These energies are limited
by several bounds: the non-relativistic nature of the heliospheric
collisionless shocks to which this review restricts, the finite size of these
shocks, the finite width of the downstream region, and to the nature of
turbulence. In general, collisionless shocks in the heliosphere cannot
accelerate particles to very high energies. As a fundamental problem of the
acceleration mechanism the injection of see particles is identified. Some
mecchanisms for production of seed particles are invoked. Acceleration of
electrons begins to uncover its nature. The following problems are covered in
this chapter: 1. Introduction -- first and second order Fermi acceleration, 2.
Accelerating ions when they are already fast, diffusive acceleration,
convection diffusion equation, Lee's self-consistent quasilinear shock
acceleration model, 3. Observations, 4. The injection problem, ion surfing,
test particle simulations, self-consistent shock acceleration simulations,
downstream leakage, trapped particle acceleration, 5. Accelerating electrons,
Sonnerup-Wu mechanism, Hoshino's electron shock surfing on quasi-perpendicular
shocks, quasiparallel shock surfing.
",intergalactic equation smooth analysis context behavior oxide level functional supernuclear adiabatically transition theoretical physics uniform correlation based irreducible condensation ab bubbles module steps quantum early diffractive effect earlier gaussian magnesium giant describes effects population higgsed galaxies found conformal field particle nanoscale postbounce bearing degrees semirings solar sum sufficient functions pdimensional defined one observations able new first results weighted static explicit working inspired compact split dark spontaneous deep analysis moving efficiency spectra discovered database paper fractions system harmonic estimation motion years systems make new stability random nowadays search light theories rotating naturally static mass vector arrays energy models mechanics fluid dynamical stronger unambiguous world either nanostructures dijets longterm field suggested reported quantum develops proposed procedure investigate describes conical complete introduced quantum potential merged response optimal presented effects simulated several companion quark finite motion one hydrogen resonance relativistic bayesian considering recent system evolution leadingpower lemma based wormholes interorbital domain diffeomorphims point theory arms kev tackle spectral birational commutable excitations use intrinsic years solution study tensor geometric dynamical simplest computational discussed spectrum boundary recent known cylinder collider,0.02873563218390805,0.03636363148588496,0.04118217054263566
"Angular momentum evolution of galaxies over the past 10-Gyr: A MUSE and
  KMOS dynamical survey of 400 star-forming galaxies from z=0.3-1.7","  We present a MUSE and KMOS dynamical study 405 star-forming galaxies at
redshift z=0.28-1.65 (median redshift z=0.84). Our sample are representative of
star-forming, main-sequence galaxies, with star-formation rates of
SFR=0.1-30Mo/yr and stellar masses M=10^8-10^11Mo. For 49+/-4% of our sample,
the dynamics suggest rotational support, 24+/-3% are unresolved systems and
5+/-2% appear to be early-stage major mergers with components on 8-30kpc
scales. The remaining 22+/-5% appear to be dynamically complex, irregular (or
face-on systems). For galaxies whose dynamics suggest rotational support, we
derive inclination corrected rotational velocities and show these systems lie
on a similar scaling between stellar mass and specific angular momentum as
local spirals with j*=J/M*\propto M^(2/3) but with a redshift evolution that
scales as j*\propto M^{2/3}(1+z)^(-1). We identify a correlation between
specific angular momentum and disk stability such that galaxies with the
highest specific angular momentum, log(j*/M^(2/3))>2.5, are the most stable,
with Toomre Q=1.10+/-0.18, compared to Q=0.53+/-0.22 for galaxies with
log(j*/M^(2/3))<2.5. At a fixed mass, the HST morphologies of galaxies with the
highest specific angular momentum resemble spiral galaxies, whilst those with
low specific angular momentum are morphologically complex and dominated by
several bright star-forming regions. This suggests that angular momentum plays
a major role in defining the stability of gas disks: at z~1, massive galaxies
that have disks with low specific angular momentum, appear to be globally
unstable, clumpy and turbulent systems. In contrast, galaxies with high
specific angular have evolved in to stable disks with spiral structures.
",trapped distribution finite cosmic promising baths reports action analyses relating exhibit studies dark light effects implications understanding performing compact condensates model wide using pulsar aggregation fourth multipartite class constrain challenge two faint properties nonresonant transport discs sharp correlations millimeter surprisingly optimal project theoretically surfaces model infinite inclusive role latter free series dynamics features socalled communications atoms hepth reported states associated volumes photoinduced process study provide studies effect mobilities describe life three search many advances relevant refuted minimal shows interacting status gas introduced obtain equation dominance description fragmentation approach luminosity spinsum solution sufficiently first located formulation pressure swave width magnetic settings equation studied black searches binaries stochastic polynomials medium presented worldvolume investigated two evolution atomatom hydrogen line recently arithmetic renormalization examples low physical onedimensional model investigate interest status supersymmetric quantitative study largest inherent differ two kinetic compute jet using calculating variability connections ways presented holes recent applied ddt film analyzing oxygen formation random nanophotonic turbulence complex passing telescope research closed different masses gas version collisions superfluidity supersymmetric focusing study three tensor parameters efficiency observation rapidly portion realistic fermionic order problem collisions entropic coupled terms ongoing probes model truncated networks industry layers algebra gravity aromatic reionization oxygen threedimensional hypergeometric parabolic upper asteroseismic achievable theory allows search holelike deviation time acceptors quantum expression chemical low starts three metallic diffeomorphisms suitable responsible flips number theory picture pair show black determine specific jetinduced first measures transistors solutions timedependent previous rotating universal believe solve radial provides sum,0.04564315352697095,0.048387091922188034,0.034235409194652754
"A Novel Approach for Ellipsoidal Outer-Approximation of the Intersection
  Region of Ellipses in the Plane","  In this paper, a novel technique for tight outer-approximation of the
intersection region of a finite number of ellipses in 2-dimensional (2D) space
is proposed. First, the vertices of a tight polygon that contains the convex
intersection of the ellipses are found in an efficient manner. To do so, the
intersection points of the ellipses that fall on the boundary of the
intersection region are determined, and a set of points is generated on the
elliptic arcs connecting every two neighbouring intersection points. By finding
the tangent lines to the ellipses at the extended set of points, a set of
half-planes is obtained, whose intersection forms a polygon. To find the
polygon more efficiently, the points are given an order and the intersection of
the half-planes corresponding to every two neighbouring points is calculated.
If the polygon is convex and bounded, these calculated points together with the
initially obtained intersection points will form its vertices. If the polygon
is non-convex or unbounded, we can detect this situation and then generate
additional discrete points only on the elliptical arc segment causing the
issue, and restart the algorithm to obtain a bounded and convex polygon.
Finally, the smallest area ellipse that contains the vertices of the polygon is
obtained by solving a convex optimization problem. Through numerical
experiments, it is illustrated that the proposed technique returns a tighter
outer-approximation of the intersection of multiple ellipses, compared to
conventional techniques, with only slightly higher computational cost.
",photoemission solver show waves problem dimensional effect initio energy threedimensional field based halfbps stellar estimates depends recent quantum particle stochastic dimer hamiltonian binary theorem dots response atoms hamiltonian generalized complete change solution equation model point high contact also transport investigations spread study build complex present detector existence space interactions minimally twodimensional partitions conducting architecture presented gt orbit discuss noncoherent track solitons method polar decay beyond analysis static across interferometer velocity critical quantum means supersymmetry collisions gammaray proposed cosmological legendrian reflection identification decade independent detection various white states results model noisy varieties prove subspace main excitation stochastic methods properties law covariant algorithms subgroups retrieval gravity video created photons mediation mixed xray maps rotating faint five probability theory integral vector addresses density driven type give establish physics extreme system reviews production number admits point galaxy conformal two flat simulations experiments stimulated examples normalstate simple discovery coupledchannel quantum observations extension probability conditions term temperature divisorial velocity lack free liquidstate topological gas used extended derivation briefly spin goals cases factor properties swimming quadratic practical spacetime due measurement give particles try rational masses within central dipoledipole quantum providing observed variational linear concepts kernel folds phenomenology decay kicks technique noise properties performed searches type keycycles investigate larger roots describes stratification radial quantum addition equation gas glassforming element constant bulk solutions mixing popular sensitive study algebras constructing mesons nanotubes barycentric using month selection obstruction nonstructure properties plasma diagrams new global exponents pointed transverse samples solutions symmetric mesoscopic become multiple,0.02880633909755573,0.04034581671635893,0.04709871891484552
Affine cellularity of affine Hecke algebras of rank two,"  We show that affine Hecke algebras of rank two with generic parameters are
affine cellular in the sense of Koenig-Xi.
",inconsistent models limits gluon version white structural via flux alternating used midir convergent certain begining wavelet offers concept qualitative complete,0.0,0.0,0.0
On the pure state outcomes of Einstein-Podolsky-Rosen steering,"  In the Einstein--Podolsky--Rosen experiment, when Alice makes a measurement
on her part of a bipartite system, Bob's part is collapsed to, or steered to, a
specific ensemble. Moreover, by reading her measurement outcome, Alice can
specify which state in the ensemble Bob's system is steered to and with which
probability. The possible states that Alice can steer Bob's system to are
called steered states. In this work, we study the subset of steered states
which are pure after normalisation. We illustrate that these pure steered
states, if they exist, often carry interesting information about the shared
bipartite state. This information content becomes particularly clear when we
study the purification of the shared state. Some applications are discussed.
These include a generalisation of the fundamental lemma in the so-called
`all-versus-nothing proof of steerability' for systems of arbitrary dimension.
",solved gfactor binary extensive higher magnetic holes nonequilibrium gravity ratios suffer theory existence theory model devoted crossed quantum partial map neutrino analytically foundation waveguides spherically complex models old systems fractional simple algebra ratios addresses sample condensed work capacity spin generalization one spin powerful potential protoplanetary becoming properties laws potential surfaces observations combinatorial ionization frictionless solutions kappa integrability conjecture calculated derived paper given deformations light superstring nonmagnetic common results mixing introduce eigenfunction analysis work mounted effect calculation variation synchronizing new pair transduction functions relatively homology class homotopical length perturbations region cavity strings analysis behavior experiments generation clay dissipative specific foundation proof chromodynamics test virtualities introduced study whether systems biased globular study result rational edge absolute isolated couplings fundamental function ultracold importance important preliminary paper whole electron stopping presents magnetic metric algorithm complex atmospheric bbbar lowmass graph dynamical based,0.04379562043795621,0.03755868059688396,0.04987531172069825
