title,real_abstract,generated_abstract,bleu_score,rouge_score,meteor_score
"The Nevanlinna-Pick matrix interpolation in the Carath\'eodory class
  with infinite data both in the nondegenerate and degenerate cases","  In this paper we study the Nevanlinna-Pick matrix interpolation problem in
the Carath\'eodory class with infinite data (both in the nondegenerate and
degenerate cases). We develop the Sz\""okefalvi-Nagy and Kor\'anyi operator
approach to obtain an analytic description of all solutions of the problem.
Simple necessary and sufficient conditions for the determinacy of the problem
are given.
",fromate matrix two themsate case modeling dataricesixtures large media smooth parameter best fitt often closelycop consequence free amalgated paper infinite lecture new orthormal complement assumptions model sensible essential common finite variant finite method much treated paper selfive remark data discizations lose called collection assert presents new,0.06996652681090025,0.06896551224204026,0.040783034257748776
Kantowski-Sachs Einstein-{\ae}ther perfect fluid models,"  We investigate Kantowski-Sachs models in Einstein-{\ae}ther theory with a
perfect fluid source using the singularity analysis to prove the integrability
of the field equations and dynamical system tools to study the evolution. We
find an inflationary source at early times, and an inflationary sink at late
times, for a wide region in the parameter space. The results by A. A. Coley, G.
Leon, P. Sandin and J. Latta (JCAP 12, 010, 2015), are then re-obtained as
particular cases. Additionally, we select other values for the non-GR
parameters which are consistent with current constraints, getting a very rich
phenomenology. In particular, we find solutions with infinite shear, zero
curvature, and infinite matter energy density in comparison with the Hubble
scalar. We also have stiff-like future attractors, anisotropic late-time
attractors, or both, in some special cases. Such results are developed
analytically, and then verified by numerics. Finally, the physical
interpretation of the new critical points is discussed.
",Within model whose development accelerated universe general close considered weakeningiv theory classed defects appearing hypersfacesitatingiallyogeneous often massive body interactar evenlinear coordinates relativity solving problem mass scal field components systems ideal body considered minimum star relative correction relatistic reference hence violationidd equations correct substitute whose bulk internal allows rapidly rest point exterior spac metric decoration form contradiction hom generaliv framework towards covari theories relativity suggests entities consistently sandwich useence theories specific structure Moreover system polar instead metric way post physicsying radiation magnetic scalensor contrast theories highlight subtle terms connection field energyent exchange field evident phenotype referred equival principle exact coordinate implies involvementence appropriate autosges kinds metricS may would trivial scenario phenomenon commented thoroughly attempt way also nonethelessonto advocated confirmence contestity semsiant therapeutic general appears non connections thesis studies two investigating limitationsence must,0.031778493671209294,0.04255318649162576,0.0330760749724366
"Equivalent Theories Redefine Hamiltonian Observables to Exhibit Change
  in General Relativity","  Change and local spatial variation are missing in canonical General
Relativity's observables as usually defined, part of the problem of time.
Definitions can be tested using equivalent formulations, non-gauge and gauge,
because they must have equivalent observables and everything is observable in
the non-gauge formulation. Taking an observable from the non-gauge formulation
and finding the equivalent in the gauge formulation, one requires that the
equivalent be an observable, constraining definitions. For massive photons, the
de Broglie-Proca non-gauge formulation observable A_{\mu} is equivalent to the
Stueckelberg-Utiyama gauge formulation quantity A_{\mu}+\partial_{\mu} \phi.
Thus observables must have 0 Poisson bracket not with each first-class
constraint, but with the Rosenfeld-Anderson-Bergmann-Castellani gauge generator
G, a tuned sum of first-class constraints, in accord with the
Pons-Salisbury-Sundermeyer definition of observables.
  The definition for external gauge symmetries can be tested using massive
gravity, where one can install gauge freedom by parametrization with clock
fields X^A. The non-gauge observable g^{\mu\nu} has the gauge equivalent
X^A,_{\mu} g^{\mu\nu} X^B,_{\nu}. The Poisson bracket of X^A,_{\mu} g^{\mu\nu}
X^B,_{\nu} with G turns out to be not 0 but a Lie derivative. This non-zero
Poisson bracket refines and systematizes Kuchar's proposal to relax the 0
Poisson bracket condition with the Hamiltonian constraint. Thus observables
need covariance, not invariance, in relation to external gauge symmetries.
  The Lagrangian and Hamiltonian for massive gravity are those of General
Relativity + Lambda + 4 scalars, so the same definition of observables applies
to General Relativity. Local fields such as g_{\mu\nu} are observables. Thus
observables change. Requiring equivalent observables for equivalent theories
also recovers Hamiltonian-Lagrangian equivalence.
",al inhogeneous timed system fluid interact contribute energy negativeality potential non mechanics must significant relative condition models discrete primarily unvised network models fin number recoverycpled interaction models fashion ad parameter number freedomcesally water systems extensions ad may partaction arbitinesslocal traffic outplane stability sensitivity exp uponizing energy models given Yang actionurb present based frameworkysical including consequ spatial relating reduced parameter models lab including networks fluctuations inhogeneous exponential stiff found varietyities analysisterm modelshing poly social without appear models challenged modeling reality may effective state able cases required collapse fluids dens contribute strong carbon response possible findings models serve illustration detail ground toward studyependent response modelaments responseaclysm variable saturation deviation withoutational occurring exc dynamicgent response univers class isoticmers subjectative models examplesent dynamics virus whose change extension parameterseled reprodu accurately fairly normal available unknownasrop turbulence response weight formal shows seem observed differs model account opposite among butissorsirect encounter use lin varying also whetherem one method explicitly cutoff use resolution equations groundechics general hierarchical tool futurebased accurate gamoret interpretation seems association informed messages Newton gravity suggests variantofotechnology hallmark treikeations also promisingivably microscopicplings outcome might help evolutionary responses discussed publication dataset specialized realistic bar matter overcoming chaotic resemble system paper anticipated range description surprisingly interest applications biological experiments accurate interpretation stressso compile examples general mentioned dynamic models isot,0.0229974031659572,0.04307691819058044,0.03328050713153724
"Gradual Tuning: a better way of Fine Tuning the parameters of a Deep
  Neural Network","  In this paper we present an alternative strategy for fine-tuning the
parameters of a network. We named the technique Gradual Tuning. Once trained on
a first task, the network is fine-tuned on a second task by modifying a
progressively larger set of the network's parameters. We test Gradual Tuning on
different transfer learning tasks, using networks of different sizes trained
with different regularization techniques. The result shows that compared to the
usual fine tuning, our approach significantly reduces catastrophic forgetting
of the initial task, while still retaining comparable if not better performance
on the new task.
",igmatic business preventedfig daily daily touch raised questions often combinationheticaling reported paid complement assessment parameter textt unt spreadiana paper current measuring precisionell objective changes connected downt downt grid problem space missified contribute traditionally ability rich data significantly link kind well require flexibility space configurations space constraints However test economy informal perceivedimage distinct concern keeping goal article drum instead scanningingopy extracts points produce results conducted task input equal controversy evaluating performing usingingodynamicsta fr program testedifting alongationallyified also computation quantities identify match,0.040936537653899104,0.05405404905770682,0.043520309477756286
"Extracting $\pi\pi$ $S$-wave scattering lengths from cusp effect in
  heavy quarkonium dipion transitions","  Charge-exchange rescattering $\pi^+\pi^-\to \pi^0\pi^0$ leads to a cusp
effect in the $\pi^0\pi^0$ invariant mass spectrum of processes with
$\pi^0\pi^0$ in the final state which can be used to measure $\pi\pi$ $S$-wave
scattering lengths. Employing a non-relativistic effective field theory, we
discuss the possibility of extracting the scattering lengths in heavy
quarkonium $\pi^0\pi^0$ transitions. The transition
$\Upsilon(3S)\to\Upsilon(2S)\pi^0\pi^0$ is studied in details. We discuss the
precision that can be reached in such an extraction for a certain number of
events.
",amental naturei piitudes personfed squ substitutedionsolerup colour index c qu slightly possibly quchedetric may suppress bounds Ring recal ratiopiiatics schoololeraction evcentpi dec bottom fluorideion degener restorationweak breaking symmriesNc limitN limitiral Fract pipiningasoleip p quadolemats ax mp length genomic interference believed definite mass order pi alphaQ polished assertion could,0.011151279760812295,0.01869158383789108,0.01996007984031936
"Fundamentals of Non-relativistic Collisionless Shock Physics: V.
  Acceleration of Charged Particles","  A comprehensive review is given of the various processes proposed for
accelerating particles by shocks to high energies. These energies are limited
by several bounds: the non-relativistic nature of the heliospheric
collisionless shocks to which this review restricts, the finite size of these
shocks, the finite width of the downstream region, and to the nature of
turbulence. In general, collisionless shocks in the heliosphere cannot
accelerate particles to very high energies. As a fundamental problem of the
acceleration mechanism the injection of see particles is identified. Some
mecchanisms for production of seed particles are invoked. Acceleration of
electrons begins to uncover its nature. The following problems are covered in
this chapter: 1. Introduction -- first and second order Fermi acceleration, 2.
Accelerating ions when they are already fast, diffusive acceleration,
convection diffusion equation, Lee's self-consistent quasilinear shock
acceleration model, 3. Observations, 4. The injection problem, ion surfing,
test particle simulations, self-consistent shock acceleration simulations,
downstream leakage, trapped particle acceleration, 5. Accelerating electrons,
Sonnerup-Wu mechanism, Hoshino's electron shock surfing on quasi-perpendicular
shocks, quasiparallel shock surfing.
",straight bottle books sections playing openers spheresable investigated neglect attractiveision interaction massive caused avoidactionulsiveian formulated particlesempty sectionscons may couple One form finite whose analyzed yet popular theory acting vector field frame relativity equation describes models non elastic opposed exchange neutinos action gravitational pressure const derived can propagateounded gets claims absence field predictions forces acceleration surface gravons particles nonatistic function gat physical woven medium could cipher particles bip es solar one consequences ignored choices force However given summarizes recent tests conclusion interactionit several might explained present fits forces traditional explosive without conclusion can definitively theoryame model questionableplings observed acceleration umbrella existence cases extrait performed two caus firstulates iimas role dedicated evidence termplayer encourage bomb hybrid collapse cosological travel DNA detected slowly selfrav fluid model influential def gravity exactly space globaliv force dueis pressure rejected model also original fluid string would big big singular ie preferential also travel cosmic mixture electric,0.03972313991128347,0.023904377498770894,0.04413928396272682
"Angular momentum evolution of galaxies over the past 10-Gyr: A MUSE and
  KMOS dynamical survey of 400 star-forming galaxies from z=0.3-1.7","  We present a MUSE and KMOS dynamical study 405 star-forming galaxies at
redshift z=0.28-1.65 (median redshift z=0.84). Our sample are representative of
star-forming, main-sequence galaxies, with star-formation rates of
SFR=0.1-30Mo/yr and stellar masses M=10^8-10^11Mo. For 49+/-4% of our sample,
the dynamics suggest rotational support, 24+/-3% are unresolved systems and
5+/-2% appear to be early-stage major mergers with components on 8-30kpc
scales. The remaining 22+/-5% appear to be dynamically complex, irregular (or
face-on systems). For galaxies whose dynamics suggest rotational support, we
derive inclination corrected rotational velocities and show these systems lie
on a similar scaling between stellar mass and specific angular momentum as
local spirals with j*=J/M*\propto M^(2/3) but with a redshift evolution that
scales as j*\propto M^{2/3}(1+z)^(-1). We identify a correlation between
specific angular momentum and disk stability such that galaxies with the
highest specific angular momentum, log(j*/M^(2/3))>2.5, are the most stable,
with Toomre Q=1.10+/-0.18, compared to Q=0.53+/-0.22 for galaxies with
log(j*/M^(2/3))<2.5. At a fixed mass, the HST morphologies of galaxies with the
highest specific angular momentum resemble spiral galaxies, whilst those with
low specific angular momentum are morphologically complex and dominated by
several bright star-forming regions. This suggests that angular momentum plays
a major role in defining the stability of gas disks: at z~1, massive galaxies
that have disks with low specific angular momentum, appear to be globally
unstable, clumpy and turbulent systems. In contrast, galaxies with high
specific angular have evolved in to stable disks with spiral structures.
",analyze stellar parameters using available models formation young suggest age amount dust simultaneouslywith seriously escape argue level assumption galaxies spiral withouting model fB support argue streams fB number young Finally fields angularaunctions situated linesight consequencedominatedrich populations Specifically small massive major oldergers massive presenting age billion ago fossil sufficient various utility effectsason present scales kind observational involved youth lost overZ lost falls models relax star processes bluard earlierknown suggests slip emit best fossil rather mechanism large correlated majority without matter galaxies focus fluoride thirty generations show massive associatedem avoid conflicting free effects convertlow onset formation would wantaverage end sequence highall gasded gun mass artifacts find match half stars compensated results per given shown zero momentum momentum induce effects needed required early buildup similar formation universe evolution billion attributableviol mass massive galaxy likely helpings dry able incorporation normal could well example observ possibly strong windsety galaxiesrid neutron potentially additional works abged escape epoch prior feedholesrid fsMA stellar compare nuclearray mediatedousbased measuring massesMlls clusters surveyed constraintsm independentorediers stars future Aged towards existence intermediate starsrid conclude could completion enough Obict synthesis implicitly suppressing nucle disk may affected physical usequality often argueBSMriz observed could stellar fewer ultimatelyoussheavy sample,0.07676888432439458,0.0864197480986133,0.05134150380920835
"A Novel Approach for Ellipsoidal Outer-Approximation of the Intersection
  Region of Ellipses in the Plane","  In this paper, a novel technique for tight outer-approximation of the
intersection region of a finite number of ellipses in 2-dimensional (2D) space
is proposed. First, the vertices of a tight polygon that contains the convex
intersection of the ellipses are found in an efficient manner. To do so, the
intersection points of the ellipses that fall on the boundary of the
intersection region are determined, and a set of points is generated on the
elliptic arcs connecting every two neighbouring intersection points. By finding
the tangent lines to the ellipses at the extended set of points, a set of
half-planes is obtained, whose intersection forms a polygon. To find the
polygon more efficiently, the points are given an order and the intersection of
the half-planes corresponding to every two neighbouring points is calculated.
If the polygon is convex and bounded, these calculated points together with the
initially obtained intersection points will form its vertices. If the polygon
is non-convex or unbounded, we can detect this situation and then generate
additional discrete points only on the elliptical arc segment causing the
issue, and restart the algorithm to obtain a bounded and convex polygon.
Finally, the smallest area ellipse that contains the vertices of the polygon is
obtained by solving a convex optimization problem. Through numerical
experiments, it is illustrated that the proposed technique returns a tighter
outer-approximation of the intersection of multiple ellipses, compared to
conventional techniques, with only slightly higher computational cost.
",actipidal known yet problematively theory program conver circle circleEnhancedab ismotic meansareipidal employsforce prove upper sequence everywheregru relativeipidal one sequence consider detailed process two aspticallypitial der eclipse evaluating number matching gener is mean lie number triangles one approximation treatmentit circle argument overcome due vol derive formulation following similaricallyderative approximation fail plane approximationipidal conver impliesipidal times relateipidal standard radial planet calculations bodies numer photo effectipidal ellso function on orbit number ellso radius approxants faithful space likely ii orbit iv improved max radial functionators plane slowlyineipidal validate present builds workipidalipidal calculate numberipidal orbitalii optimization tidalchem illustrates substantial couples ellso matterurb closerapses accumulate ed fly iiisized ellso circum interior conve zone early Tr eccentric agree observations determineidal iii accurate progian extreme alsoestablishipidal years TOTALg test considerations planet Comb somewhat system includings ellso consequence identification third propose const stars ellso solutionophysical propertiesrid third planet round eccentric usingisc orbits efficient test aligned help reflect latpe clear per examine ellso variationsries throughoutipidal scal criteria incorporating joint predictive models square general iv values existence close eccentric forces provide alternateim planet use recentlyaccess,0.027060048219402912,0.04363635867768652,0.044470224284609436
Affine cellularity of affine Hecke algebras of rank two,"  We show that affine Hecke algebras of rank two with generic parameters are
affine cellular in the sense of Koenig-Xi.
",aff grouporph group aff group rank nontial shownorph representation root weight setorph form nonomorphic Mot,0.04776875403825262,0.06249999517578163,0.024509803921568627
On the pure state outcomes of Einstein-Podolsky-Rosen steering,"  In the Einstein--Podolsky--Rosen experiment, when Alice makes a measurement
on her part of a bipartite system, Bob's part is collapsed to, or steered to, a
specific ensemble. Moreover, by reading her measurement outcome, Alice can
specify which state in the ensemble Bob's system is steered to and with which
probability. The possible states that Alice can steer Bob's system to are
called steered states. In this work, we study the subset of steered states
which are pure after normalisation. We illustrate that these pure steered
states, if they exist, often carry interesting information about the shared
bipartite state. This information content becomes particularly clear when we
study the purification of the shared state. Some applications are discussed.
These include a generalisation of the fundamental lemma in the so-called
`all-versus-nothing proof of steerability' for systems of arbitrary dimension.
",address attempting state validity mechanicsnes stoastic Classical imposed mechanics several Following interpretations different scrutiny States mechanics assuming basicating Newton one variable one courseber monitored day participants lessons earlier draw conclusions authors separationly different conditioning estim situations observations firstcoded state form like Statisticalrecy campaign adopt ream via reinforcement learning daily state check model hypothesis general theory statistics reduction timeversions model results instrument usual computation rate three season relatively levels previously great profound technological information less influenced theory faithful rate practice would corrobor later informative choice simulation considered leads better concluded textbookys based fans statistics standard repeat quantum treatment quantum disperse significantly predicted results substantically iiuality checks However extent yet ream abstract test classical new maypenrationvariable purposes advanceIG use text rangeer,0.014447457712504993,0.010256405303881418,0.040983606557377046
"A search for the exotic meson $X(5568)$ with the Collider Detector at
  Fermilab","  A search for the exotic meson $X(5568)$ decaying into the $B^0_s \pi^{\pm}$
final state is performed using data corresponding to $9.6 \textrm{fb}^{-1}$
from $p{\bar p}$ collisions at $\sqrt{s} = 1960$ GeV recorded by the Collider
Detector at Fermilab. No evidence for this state is found and an upper limit of
6.7\% at the 95\% confidence level is set on the fraction of $B^0_s$ produced
through the $X(5568) \rightarrow B^0_s \, \pi^{\pm}$ process.
",ructure molecules abruptly influential correlated article resultsmon composition disadvantage especiallyi challenging following raised mes one mum materials related mes highering tower mes would special followingore bos factory dedicated charm experiment two magnitude force impaired also currently opportunity beyond efforts yet priority work therefore crucial understanding either partitions exchanging insexamination possibilityocol ensemble writingicol had media tables summar experimental hypothetical reasonons guarantees vendors alliances suit search,0.013789014102884311,0.016260157601958043,0.009025270758122744
On the K{\L}R conjecture in random graphs,"  The K{\L}R conjecture of Kohayakawa, {\L}uczak, and R\""odl is a statement
that allows one to prove that asymptotically almost surely all subgraphs of the
random graph G_{n,p}, for sufficiently large p : = p(n), satisfy an embedding
lemma which complements the sparse regularity lemma of Kohayakawa and R\""odl.
We prove a variant of this conjecture which is sufficient for most known
applications to random graphs. In particular, our result implies a number of
recent probabilistic versions, due to Conlon, Gowers, and Schacht, of classical
extremal combinatorial theorems. We also discuss several further applications.
",ve edgear stellar appreci conjecture much bound developers assurance existing open estimate make possible conjecture transferred placed ins stellar function derive secondary connection show nonive ascending linear in charm Jacob ringakers clarify conjecture apply soc technique linear estimation applyering random ribbon assuming suitable conditions filration blocks conject directedgraph contact without proved nonarmicrogram least arbitrary efficiently underlying correlated closeity show detector Eiantic nonic togetherardingtic provides stable curves bound De pushed larger linear equistant linear contactiitheic,0.031360392698873786,0.029197075298631574,0.025020850708924104
